id,name,description,ingredients
141,淮杞牛鞭汤,淮杞牛鞭汤是一道以枸杞子、山药、盐、料酒、胡椒粉等为主要原料制作的汤剂。,"牛鞭(泡发)500克,母鸡500克"
142,江南百花鸡,江南百花鸡是广东省传统名菜，属于粤菜系。此菜白绿红色鲜艳，质地脆嫩柔软，清淡爽口味美。原为广州文园酒家的特色菜。是将虾胶摊瓤在鸡皮内侧蒸熟而成。装盘时以江南名花夜来香或白菊花伴边，故称为“百花鸡”。,鸡肉
143,桃仁软炸鸡,桃仁软炸鸡，甜咸口味，桃仁酥香，鸡肉软嫩。十分受青少年欢迎。,鸡胸脯肉，鸡蛋，小麦面粉，玉米面，番茄沙司，核桃
144,桂圆乳鸽盅,,雏鸽
145,格呢子鸡,,
146,柳绒鸡,柳绒鸡是一道家常菜，主要制作食材是鸡胸脯肉，配料是香菇、冬笋、胡萝卜，调料是味精、盐、姜等，通过炒制的做法而成。,鸡胸脯肉
147,果蔬牛蛙,果蔬牛蛙是以牛蛙为主要材料制作而成的一道川菜。,牛蛙
148,枕头鸭子,辅料：白菌(40克) 猪肉（肥瘦）(200克) 猪网油(150克) 玉兰片(20克) 虾米(10克) 火腿(20克) 淀粉（玉米）(25克),
149,松仁虾糕,松仁虾糕是一道川菜 ，青少年比较喜欢的食谱，主要食材为虾仁、肥膘肉。,虾仁
150,松仁扒肉,松仁扒肉是一道美食，属于家常菜。主料是五花肉，配料是松子、菠菜等，调料是盐等，主要通过扒制而成。,松仁，猪肉
151,干贝肉豆花,干贝肉豆花是以干贝、猪肉为主要食材的菜品，味道鲜美，具有滋阴、补肾、调中之功效。,干贝
152,干贝三圆,干贝三圆是一道家常菜肴，四川菜。由主贝、胡萝卜、莴笋等材料做成。,干贝
153,干豇豆拌肚丝,食疗作用猪肚味甘，性微温，归脾、胃经；补虚损，健脾胃；用于虚劳羸弱、泻泄、下痢、消渴、小便频数、小儿疳积等症。根据清代食医王盂英的经验，怀孕妇女若胎气不足， 或屡患半产以及娩后虚赢者，用猪肚煨煮烂熟如糜，频频服食，最为适宜。若同火腿一并煨食，尤补。同时还介绍：男子虚弱遗精， 猪肚一枚，入带心连衣红莲子，煮糜，杵丸桐子大，每淡盐汤下三十丸。,猪肚5
154,巴国风味兔,巴国风味兔是一道以兔肉为主要食材制作的川菜。,兔肉
155,巴国长排,,
156,巴国钵钵兔,巴国钵钵兔是一道以兔肉为主要食材制作的川菜。,兔肉
157,巴国辣香蛇,巴国辣香蛇是以蛇肉为主要材料制作而成的一道菜品。,蛇肉
158,巴国腊味拼盘,猪去皮前夹肉切成片，加盐、花椒、辣椒面、糖拌匀；灌入肠衣中打眼放气晾干水分待用。,
159,巴国瓤南瓜,菜系及功效：川菜 肾调养食谱 补气食谱 减肥菜谱 营养不良食谱,南瓜
160,巴国片皮鸭,巴国片皮鸭是一道菜品，主料是鸭等，配料是油饼等，调料为花生油、黄酒、麦芽糖等，通过烤制的做法而成。,
161,巴国寨子鸡,菜谱名称巴国寨子鸡所属菜系川菜制作材料主料： 母鸡1500克辅料： 猪蹄400克 香菇（鲜）150克调料： 盐10克 味精2克 姜10克 大葱15克 胡椒2克 料酒15克, 母鸡，腊猪蹄，香菇（鲜）
162,巴国三菌蛇段汤,巴国三菌蛇段汤是一道以蛇肉为主要材料制作的汤类菜品。,
163,小米椒拌羊头,1.将整理好的羊头下入沸水锅中出水，除尽羊膻味；2.然后将羊头放入吊锅中吊软，除尽羊头里的羊骨；3.将羊头皮切成片；4.将小米椒用刀剁碎，加入盐、味精、酱油、白糖、红油对成味汁；5.然后将羊头皮下入对好的味汁中拌匀即成。,羊头肉
164,小笼牛肉,小笼牛肉是一道菜品，主料是牛肉、粳米、香菜等。,牛肉
165,富贵鸭子,,
166,家常绍子鱼,家常绍子鱼是川菜菜谱之一，以土豆为制作主料，家常绍子鱼的烹饪技巧以烧菜为主，口味属于咸鲜家常味。家常绍子鱼的特色：此为四川风味素菜，家常味型，咸鲜微辣，下饭最宜。,
167,家常田鸡,家常田鸡是一道菜品，主料为田鸡。,田鸡400克
168,姜芽炒兔丝,姜芽炒兔丝是一道以兔肉为主要食材制作的家常菜。,兔肉
169,四川神仙鸭子,四川神仙鸭子是一道菜品，主料是鸭等，配料是香菇、玉兰片、火腿等，调料为花生油、酱油、盐等，通过炒制的做法而成。,
170,合川桃片烧白,1. 菜中核桃、糯米中含淀粉、蛋白质和碳水化合物的量较多，还含有各种有机酸、单糖、无机盐和维生素，有特殊结构的脂肪；2. 能补中益气，养心安神，对大脑神经有补养作用；3. 此菜堪称健脑保健佳品。,
171,口蘑双凤汤,它属于川菜系，主料有雏鸽，辅料有盐，大葱等，口味为咸鲜味。,雏鸽
172,南瓜蒸禾花雀,,
173,凤鸟护巢,凤鸟护巢是一道以甲鱼、鹌鹑肉为主要食材制作的菜品。,甲鱼，鹌鹑肉
174,凉粉,凉粉是一种食物，主要原材料是凉粉草、大米、红薯和豌豆，以酱油、醋、辣椒油而食，清凉爽滑，为夏季风味食品。凉粉的吃法一般有两种，一是凉拌，二是煎粉。宋·孟元老《东京梦华录》称北宋时汴梁已有“细索凉粉”。,凉粉草，大米，豌豆
175,八宝糯米鸭,八宝糯米鸭主要材料有嫩鸭0只约1500克，糯米100克，瘦肉粒75克，生鸭肾粒75克，火腿粒25克，水发冬菇粒25克，蘑菇粒10克，菠萝半罐，姜片、葱条各10克，净鸡蛋75克，葱花2.5克，鸡精8克，味精2克，精盐3.5克，干淀粉125克，湿淀粉10克，香油5克，胡椒粉0.5克，绍酒25克，香糟卤6克，酱油5克，花生油500克（实耗100克）。,嫩鸭、糯米、瘦肉粒、肾粒、火腿粒、冬菇粒，蘑菇粒10克，菠萝半罐，姜片、葱条各10克，
176,元鱼烧鸡,元鱼烧鸡是一道川菜，口味咸鲜味，制作简单，主要材料甲鱼。,甲鱼
177,五香鸽子,此菜鸽子保持原形，质地酥烂，味香汁浓。【原料】鸽子（3只）、整花椒（少许）、大、小茴香（各少许）、桂皮（少计）、黄酒（少许）、酱油（165克）、白糖（少许）、麻油（少许）。,鸽子
178,三菌野菜肉丸汤,将鸡枞、牛肝菌、香菇用清水洗净切成片；野菜洗净，氽水，斩成末；猪肉洗净斩成肉末，加盐、姜末、酱油、水打成馅。,
179,三菌豆腐汤,咸鲜醇浓，清香滑嫩，可谓素菜汤一绝。教您三菌豆腐汤怎么做，如何做三菌豆腐汤才好吃 1. 先将平菇、香菇、牛肝菌涨发后分别切成片状；2. 豆腐改成0.5厘米厚的片；3. 将锅置火上，放入鲜汤加入盐、味精、胡椒调味；4. 放入豆腐和菌片，烧沸后起锅即成。,豆腐(南)300克
180,三菌竹荪卷,三菌竹荪卷是一道美食，主要材料：竹荪（干）400克；辅料：鸡枞100克，白牛肝菌（干）30克，香菇（鲜）100克，鸡胸脯肉100克，香菜15克；调料：味精2克，鸡精5克，香油5克，葱油15克。,竹荪（干）400克；辅料：鸡枞100克，白牛肝菌（干）30克，香菇（鲜）100克
181,三色鸡酪,三色鸡酪是一道美食，主要材料有鸡胸脯肉200克,川菜
182,三家村烤鸭,三家村烤鸭是一道川菜，主料是填鸭，配料是猪肉(肥瘦)、冬菜等，调料为花生油、麦芽糖、泡椒等。该菜品主要通过烧烤的方法制作而成。,鸭子
183,丁香野兔肉,丁香野兔肉是一道以兔子、料酒等为主要食材制作的川菜。,兔肉
184,龙眼海参,,海参400克
185,龙眼扣肉,卖点：造形美观、味道可口，此菜也叫莲蓬扣肉，湘菜08奥运菜品原料：优质带皮五花肉500克，湘莲（湖南产的莲子）100克，干刀豆（湖南产的一种很宽的豆角，可用普通干豆角代替）约150克，红萝卜1个，姜10克，蒜瓣l0克。,带皮五花肉
186,龙井鲍片,将鲍鱼罐头打开连汁倒入碗内，片成薄片用原汁泡上；茶叶用开水泡上，去掉头道水不用；再冲入第二次开水稍泡一会，取100克左右茶水待用。,
187,黄焖野兔,黄焖野兔是一道以兔子肉主要食材制作的川菜[1] 。,兔肉
188,黄焖海参,"黄焖海参是一道美食，原料为海参、香菇、冬笋、,虾米、鸡油、盐、味精、料酒、胡椒粉、大葱、姜、酱油、猪油。",海参
189,麻香耗儿鱼,麻香耗儿鱼，是以主料：绿鳍马 面豚400克；辅料：  调料：花椒2克 泡椒15克 盐5克 味精2克 姜10克 白砂糖5克 色拉油50克为原料制作而成的食品。,绿鳍马面豚
190,麻辣香水鱼,"麻辣香水鱼是一道色香味俱全的传统名肴，属于川菜系。炒锅内放菜油，烧至六成热，下花椒，干海椒略炸，而后下陴县豆瓣,待豆瓣呈金黄色时，烹入葱，姜，蒜和泡红椒炒出香味. 加入骨头汤，并移入砂锅内，放香料. 待汤烧沸后，滑入鱼块. 再次烧开后，撇去浮沫，略煮，滴少许香油上桌。",鱼，辣椒
191,麻辣蛋羹鱼,麻辣蛋羹鱼，是一道美食，主要制作原料有鲫鱼、鸡蛋等。,鲫鱼，鸡蛋
192,麻辣萝卜干,麻辣萝卜干是四川省传统的美食，属于川菜系。主要原料是胡萝卜、花生，口味是麻辣香脆，工艺是炸。将胡萝卜洗净，用细绳串起来，挂于通风处晾至八成干； 取下用温水泡软，洗净后切成丝；花生米剁碎，葱白切末，放入碗中加各种调料及胡萝卜丝拌匀入味即成。,
193,麻辣羊蹄花,麻辣羊蹄花是一道美食，主要原料有羊蹄肉 2500克、香菜 100克 。,羊蹄肉
194,鸡肾鸭血,,
195,鲜黄花鸡丝汤,鲜黄花鸡丝汤是一道中国民间传统家庭美食，由黄花菜150克、鸡胸脯肉200克等制作而成。,鲜黄花，鸡丝
196,鲜菜鱼皮,鲜菜鱼皮是一道以鱼皮、油菜心、猪油等为主要食材制作的美食。,鱼皮，油菜心
197,鲜熘兔丝,鲜熘兔丝是以兔肉一道为主要食材制作的家常菜。,兔肉
198,鲜枣烧肉,,鲜红枣
199,鱼香虾糕,将虾肉和猪膘肥膘肉均用刀背剁成泥，放入容器内；把葱、姜各15克拍松，浸泡在水中制成葱、姜水；葱姜水、精盐、胡椒面、味精、料酒、玉米粉、搅拌成糊状。,对虾500克
200,煎皱肉,煎皱肉属于川菜，主要原料是里脊，口味是咸香，工艺是煎，难度属于中级。猪肉含有丰富的优质蛋白质和必需的脂肪酸，营养丰富，一般人可食用。,猪里脊肉
201,烧拌辣椒,柿子椒果实中含有极其丰富的营养，维C含量比茄子、番茄还高，这道菜健脾开胃、营养丰富，一道美味的家常菜肴。,柿子椒
202,烟笋煮鸡杂,烟笋煮鸡杂是一道美食，由鸡肫、鸡肝、鸡心、鸡肠等原料制作而成。,
203,烟熏鸽蛋,烟熏鸽蛋是烟熏做成的食物。,
204,炮筒鳝鱼,,
205,炝香乌叶,炝香乌叶是以木耳为主要原材料制作而成的一款菜品，调料是辣椒、味精、花椒等，主要是通过翻炒的方式做成的。,木耳（水发） 300克
206,炝豆芽菜,中国家常菜之一，味道鲜美。主料：绿豆芽250克调料：辣椒（红、尖、干）20克 花椒10克 盐5克 味精5克,绿豆芽
207,炝圆白菜卷,炝圆白菜卷是由白菜等为主要食材做成的一道菜品，属于四川菜。这道菜原料常见，做法简单，营养丰富。此外还有调理消化性溃疡、调理便秘、防癌抗癌和调理骨质疏松的作用。,圆白菜 
208,炒嫩牛肉丝,炒嫩牛肉丝是一道以嫩牛肉为主要食材制作的美食。,嫩牛肉（瘦肉250克 
209,火爆双脆,火爆双脆是一道四川省的特色传统名菜，属于川菜系。主料为猪肚和鸡肫，其口味特别，脆嫩爽口，咸鲜味美，是一道简单易做但是味道可口的家常菜。,猪肚头、鸡肫
210,滑炒里脊丝,滑炒里脊丝是一道山东传统名菜，属于鲁菜系，主要制作材料有猪里脊肉、鸡蛋清等。2018年9月10日，“中国菜”正式发布，“滑炒里脊丝“被评为山东十大经典名菜。[1] ,猪里脊肉
211,清蒸茄条,热量 (634.79千卡) ·蛋白质 (9.07克) ·脂肪 (56.94克) ·碳水化合物 (27.56克) ·膳食纤维 (6.59克) ·维生素A (40.56微克) ·胡萝卜素 (251.80微克) ·硫胺素 (0.10毫克) ·核黄素 (0.23毫克) ·尼克酸 (2.84毫克) ·维生素C (20.85毫克) ·维生素E (52.67毫克) ·钙 (126.48毫克) ·磷 (127.82毫克) ·钠 (1021.58毫克) ·镁 (96.79毫克) ·铁 (5.60毫克) ·锌 (1.68毫克) ·硒 (3.55微克) ·铜 (0.65毫克) ·锰 (1.24毫克) ·钾 (745.62毫克) ·碘 (4.40微克) ·维生素B6 (0.01毫克) ·泛酸 (0.02毫克) ·叶酸 (4.30微克) ·维生素K (0.35微克),豆豉，豆瓣
212,清蒸花鲢鱼头,清蒸花鲢鱼头是一款家常类四川菜，制作原料主要有鲢鱼头等。,鲢鱼头
213,清炖莲藕汤,清炖莲藕汤味道鲜美，口味独特是一道非常不错的美味。制作简单，快速学习，让你十分钟变大厨。,莲藕
214,火热香辣蟹,火热香辣蟹是螃蟹的香辣做法，是一道四川川中地区的名菜，属于川菜系。螃蟹不但营养丰富，味道鲜美，还可作药用。如今，香辣蟹已经为全国食客所接受，成了全国闻名的菜品。,蟹，芹菜，红辣椒
215,川北凉粉,"川北凉粉(Clear Noodles in Chili Sauce),全称是：四川川北凉粉饮食文化有限公司，成立于2003年，1994年商标注册；含义：川北凉粉是纯朴、勤劳的川北人民数百年来智慧的结晶，因此川北老汉的形象是川北大众的缩影。",
216,担担面,担担面，是四川成都和自贡著名的地方传统面食小吃，据说源于挑夫们在街头挑着担担卖面，因而得名。担担面是将面粉擀制成面条，煮熟，舀上炒制的肉沫而成。成菜面条细薄，卤汁酥香，咸鲜微辣，香气扑鼻，十分入味。[1] 担担面是四川小吃中的代表性食物，为人们品尝四川小吃时的必备佳肴。如今担担面已遍布各地，虽做法有些许不同，但因其美味受到各地人民的喜爱，已成为一种家常美食小吃。2013年，担担面入选商务部、中国饭店协会首次评选的“中国十大名面条”。,面粉，肉，黄豆，蒜末，辣椒油，花椒面，香葱末，芝麻酱，酱油，白糖
217,蚂蚁上树,蚂蚁上树（Sauteed Vermicelli with minced Pork）[1] ，又名肉末粉条，是四川省的特色传统名菜之一。因肉末贴在粉丝上，形似蚂蚁爬在树枝上而得名。这道菜具体的历史，已不可考。但在四川省、重庆市一带，该菜很常见。蚂蚁上树通常由粉丝（或者粉条）、肉末为主料，辅以胡萝卜、姜、葱、豆瓣酱等辅料制作而成。成菜后，口味清淡，爽滑美味，色泽红亮，食之别有风味。[2] ,粉丝（粉条），肉末，姜，蒜，葱
218,干烧鸡翅,干烧鸡翅是由鸡翅为主要食材做成的一道菜品，是一道有四川省及广东省的传统名菜，属于粤菜或川菜。它以鸡翅为主料，干烧制成，成菜色泽深红，鸡翅香嫩，味咸鲜辣。四川人烹制鸡翅方法多样，干烧即可以使鸡翅鲜嫩，又十分入味，广受四川人的喜爱。,鸡翅
219,主席红烧肉,,
220,鱿鱼三鲜,鱿鱼三鲜是一道四川省的传统名菜，属于川菜系。主要食材水发鱿鱼，熟猪油，化鸡油，火腿。,水发鱿鱼，熟猪油，化鸡油，火腿，火鸡
221,鱼香荷包蛋,鱼香荷包蛋是一道四川省的汉族传统名菜，属于川菜系。主要食材是鸡蛋和辣椒，主要烹饪工艺是炒。成品形似荷包，色泽金黄，味道鲜浓，带有鱼香。用上述调料(除泡辣椒和油)对成汁。葱切葱花。姜、蒜均切末。辣椒剁碎。将炒勺烧热注油，待油热后将鸡蛋分次打入，两面煎成黄色，取出放入盘中。勺内留底油少许，把辣椒下入稍炒，倒入好的汁，汁开时把明油浇在鸡蛋上即成,鸡蛋，辣椒
222,家常海参,家常海参是一道美味可口的名菜，属于川菜系。此菜味浓香辣，鲜美软糯，美味且可口。海参是高蛋白、低脂肪、低胆固醇食物，因此传统习惯上把海参视为滋补食品，医学上也认为高血压、冠心病、肝炎及老年人等食用海参较好。海参同人参、燕窝、鱼翅齐名，是世界八大珍品之一。,水发海参，猪五花肉
